School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
ERASMUS CAMPUS BUSINESS TEC(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
ERASMUS CAMPUS BUSINESS TEC(BS) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
ERASMUS CAMPUS BUSINESS TEC(BS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Mitigated,Off-Site,YES,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
ERASMUS CAMPUS BUSINESS TEC(BS) ,Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
ERASMUS HALL HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
ERASMUS HALL HS(BS) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
ERASMUS HALL HS(BS) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS EVENING HS MON & WED(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS EVENING HS MON & WED(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Arrested,Off-Site,NO,Full-Time,N,N,Y,DB,No Restraints,N,None,GRAND LARCENY,,F
EVANDER CHILDS HS(XE) ,Arrested,On-Site,NO,Full-Time,Y,Y,Y,SSA,Metal,N,None,CPCS,,M
EVANDER CHILDS HS(XE) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,M
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,N,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,Y,Y,Y,PATROL,Metal,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,Metal,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,BOX CUTTER,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,DISORDERLY CONDUCT,V
EVANDER CHILDS HS(XE) ,Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,DISORDERLY CONDUCT,V
Evergreen Middle School for Urban Exploration(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Evergreen Middle School for Urban Exploration(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Evergreen Middle School for Urban Exploration(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Evergreen Middle School for Urban Exploration(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Evergreen Middle School for Urban Exploration(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Evergreen Middle School for Urban Exploration(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
EXCELSIOR PREPARATORY HS(QS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
EXCELSIOR PREPARATORY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EXCELSIOR PREPARATORY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EXCELSIOR PREPARATORY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EXCELSIOR PREPARATORY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
EXIMIUS COLLEGE PREPARATORY ACADEMY(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Expeditionary Learning School for Community Leaders(BS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
EXPLORATIONS ACADEMY(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
Explore Charter School(BS),Arrested,On-Site,YES,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,HARASSMENT,,M
Explore Exceed Charter School@K022,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FANNIE LOU HAMER MIDDLE SCHOOL(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FANNIE LOU HAMER MIDDLE SCHOOL(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FANNIE LOU HAMMER FREEDOM HS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FANNIE LOU HAMMER FREEDOM HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FANNIE LOU HAMMER FREEDOM HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FANNIE LOU HAMMER FREEDOM HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
FAR ROCKAWAY HS(QS) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
FAR ROCKAWAY HS(QS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
FAR ROCKAWAY HS(QS) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,Off-Site,NO,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FAR ROCKAWAY HS(QS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FDNY HS FOR FIRE & LIFE SAFETY(BN),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
FIORELLO H LAGUARDIA HS OF MUSIC ART & PERFORMING ARTS(MN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FLUSHING HS(QN),Arrested,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ROBBERY,,F
FLUSHING HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FLUSHING HS(QN),Child in Crisis,On-Site,NO,Random,N,Y,Y,N/A,No Restraints,N,None,,,
FLUSHING HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FLUSHING HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FLUSHING HS(QN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
FLUSHING HS(QN),Mitigated,On-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
FLUSHING HS(QN),Mitigated,On-Site,NO,Random,Y,Y,Y,SSA,No Restraints,N,None,,,
FLUSHING HS(QN),PINS / Warrant,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,
FLUSHING INTERNATIONAL HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Food & Finance HS(MS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY(XW) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY(XW) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FOREST HILLS HS(QN),Arrested,Off-Site,NO,Non-Scanning,N,N,N,DB,Metal,N,None,ROBBERY,,F
FOREST HILLS HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FOREST HILLS HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FOREST HILLS HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FOREST HILLS HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
FOREST HILLS HS(QN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Forsyth Satellite Academy(MS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FORT HAMILTON HS GED(BS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FORT HAMILTON HS GED(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,
FORT HAMILTON HS GED(BS),Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FORT HAMILTON HS(BS) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FORT HAMILTON HS(BS) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FORT HAMILTON HS(BS) ,Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
FORT HAMILTON HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Arrested,Off-Site,NO,Non-Scanning,N,N,Y,DB,Metal,N,None,ROBBERY,,F
FRANCIS LEWIS HS(QN) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,FORCIBLE TOUCH,,M
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
FRANCIS LEWIS HS(QN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FRANCIS LEWIS HS(QN) ,Mitigated,Off-Site,NO,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
FRANK SINATRA SCHOOL OF THE ARTS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,Y,Physical Force,,,
FRANK SINATRA SCHOOL OF THE ARTS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANK SINATRA SCHOOL OF THE ARTS HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
FRANKLIN DELANO ROOSEVELT HS(BS) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
FRANKLIN DELANO ROOSEVELT HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN DELANO ROOSEVELT HS(BS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
FRANKLIN K LANE HS(BN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,N,SSA,No Restraints,N,None,,,V
FRANKLIN K LANE HS(BN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FRANKLIN K LANE HS(BN),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL(XW),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL(QS) ,Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,PETIT LARCENY,,M
FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Gaynor McCown Expeditionary Learning School(SI),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
