,Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
4523,197612280LAL,LAL,game,True,Lucius Allen,allenlu01,36:00,5.0,14.0,0.357,,,,2.0,2.0,1.0,,,2.0,7.0,,,,2.0,12.0,,
4524,197612280LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,33:00,12.0,18.0,0.667,,,,6.0,6.0,1.0,,,16.0,6.0,,,,4.0,30.0,,
4525,197612280LAL,LAL,game,True,Don Chaney,chanedo01,31:00,7.0,12.0,0.583,,,,1.0,2.0,0.5,,,4.0,3.0,,,,2.0,15.0,,
4526,197612280LAL,LAL,game,True,Cazzie Russell,russeca01,29:00,9.0,15.0,0.6,,,,1.0,1.0,1.0,,,5.0,8.0,,,,2.0,19.0,,
4527,197612280LAL,LAL,game,True,Don Ford,forddo01,16:00,2.0,6.0,0.333,,,,0.0,0.0,,,,4.0,1.0,,,,0.0,4.0,,
4528,197612280LAL,LAL,game,False,Bo Lamar,lamarbo01,19:00,7.0,16.0,0.438,,,,1.0,1.0,1.0,,,2.0,2.0,,,,2.0,15.0,,
4529,197612280LAL,LAL,game,False,Earl Tatum,tatumea01,19:00,4.0,8.0,0.5,,,,0.0,0.0,,,,2.0,6.0,,,,5.0,8.0,,
4530,197612280LAL,LAL,game,False,Tom Abernethy,abernto01,15:00,4.0,6.0,0.667,,,,0.0,0.0,,,,4.0,0.0,,,,0.0,8.0,,
4531,197612280LAL,LAL,game,False,C.J. Kupec,kupeccj01,15:00,3.0,6.0,0.5,,,,0.0,0.0,,,,4.0,4.0,,,,1.0,6.0,,
4532,197612280LAL,LAL,game,False,Kermit Washington,washike01,13:00,3.0,4.0,0.75,,,,1.0,2.0,0.5,,,7.0,0.0,,,,4.0,7.0,,
4533,197612280LAL,LAL,game,False,Johnny Neumann,neumajo01,10:00,3.0,6.0,0.5,,,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,6.0,,
4534,197612280LAL,LAL,game,False,Marv Roberts,roberma01,4:00,2.0,5.0,0.4,,,,0.0,0.0,,,,1.0,0.0,,,,0.0,4.0,,
4535,197702040BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,40:00,13.0,28.0,0.464,,,,7.0,10.0,0.7,,,14.0,3.0,,,,2.0,33.0,,
4536,197702040BOS,LAL,game,True,Cazzie Russell,russeca01,36:00,9.0,14.0,0.643,,,,2.0,2.0,1.0,,,2.0,1.0,,,,5.0,20.0,,
4537,197702040BOS,LAL,game,True,Lucius Allen,allenlu01,36:00,6.0,15.0,0.4,,,,3.0,4.0,0.75,,,6.0,5.0,,,,1.0,15.0,,
4538,197702040BOS,LAL,game,True,Don Chaney,chanedo01,26:00,1.0,4.0,0.25,,,,0.0,0.0,,,,6.0,4.0,,,,4.0,2.0,,
4539,197702040BOS,LAL,game,True,Don Ford,forddo01,21:00,2.0,3.0,0.667,,,,1.0,2.0,0.5,,,4.0,3.0,,,,1.0,5.0,,
4540,197702040BOS,LAL,game,False,Kermit Washington,washike01,27:00,2.0,7.0,0.286,,,,3.0,5.0,0.6,,,5.0,0.0,,,,3.0,7.0,,
4541,197702040BOS,LAL,game,False,Earl Tatum,tatumea01,17:00,5.0,11.0,0.455,,,,0.0,0.0,,,,3.0,1.0,,,,2.0,10.0,,
4542,197702040BOS,LAL,game,False,Johnny Neumann,neumajo01,17:00,1.0,5.0,0.2,,,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,1.0,2.0,,
4543,197702040BOS,LAL,game,False,Tom Abernethy,abernto01,12:00,0.0,3.0,0.0,,,,2.0,2.0,1.0,,,4.0,0.0,,,,0.0,2.0,,
4544,197702040BOS,LAL,game,False,C.J. Kupec,kupeccj01,8:00,1.0,1.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,2.0,,
4545,197702040BOS,BOS,game,True,Jo Jo White,whitejo01,44:00,8.0,20.0,0.4,,,,4.0,5.0,0.8,,,6.0,9.0,,,,1.0,20.0,,
4546,197702040BOS,BOS,game,True,Dave Cowens,cowenda01,43:00,4.0,16.0,0.25,,,,0.0,2.0,0.0,,,19.0,8.0,1.0,0.0,,6.0,8.0,,
4547,197702040BOS,BOS,game,True,John Havlicek,havlijo01,42:00,11.0,21.0,0.524,,,,3.0,5.0,0.6,,,2.0,6.0,,,,2.0,25.0,,
4548,197702040BOS,BOS,game,True,Fred Saunders,saundfr01,35:00,10.0,17.0,0.588,,,,1.0,2.0,0.5,,,6.0,2.0,,,,2.0,21.0,,
4549,197702040BOS,BOS,game,True,Curtis Rowe,rowecu01,25:00,2.0,7.0,0.286,,,,0.0,0.0,,,,6.0,0.0,,,,4.0,4.0,,
4550,197702040BOS,BOS,game,False,Sidney Wicks,wickssi01,33:00,6.0,10.0,0.6,,,,1.0,4.0,0.25,,,13.0,2.0,,,,3.0,13.0,,
4551,197702040BOS,BOS,game,False,Steve Kuberski,kuberst01,8:00,1.0,2.0,0.5,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,2.0,,
4552,197702040BOS,BOS,game,False,Jim Ard,ardji01,5:00,2.0,3.0,0.667,,,,0.0,0.0,,,,4.0,0.0,,,,3.0,4.0,,
4553,197702040BOS,BOS,game,False,Kevin Stacom,stacoke01,5:00,1.0,2.0,0.5,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,2.0,,
4554,197712180LAL,BOS,game,True,Dave Cowens,cowenda01,46:00,13.0,24.0,0.542,,,,6.0,7.0,0.857,4.0,11.0,15.0,4.0,1.0,2.0,3.0,4.0,32.0,,
4555,197712180LAL,BOS,game,True,Charlie Scott,scottch01,44:00,6.0,21.0,0.286,,,,1.0,2.0,0.5,1.0,2.0,3.0,9.0,1.0,0.0,4.0,5.0,13.0,,
4556,197712180LAL,BOS,game,True,John Havlicek,havlijo01,41:00,7.0,12.0,0.583,,,,6.0,6.0,1.0,1.0,4.0,5.0,4.0,2.0,0.0,4.0,2.0,20.0,,
4557,197712180LAL,BOS,game,True,Jo Jo White,whitejo01,36:00,2.0,6.0,0.333,,,,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,6.0,,
4558,197712180LAL,BOS,game,True,Sidney Wicks,wickssi01,30:00,3.0,9.0,0.333,,,,4.0,6.0,0.667,6.0,10.0,16.0,0.0,1.0,1.0,4.0,4.0,10.0,,
4559,197712180LAL,BOS,game,False,Dave Bing,bingda01,16:00,3.0,6.0,0.5,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,,
4560,197712180LAL,BOS,game,False,Tom Boswell,bosweto01,12:00,2.0,2.0,1.0,,,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,,
4561,197712180LAL,BOS,game,False,Cedric Maxwell,maxwece01,8:00,1.0,2.0,0.5,,,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,,
4562,197712180LAL,BOS,game,False,Curtis Rowe,rowecu01,7:00,1.0,3.0,0.333,,,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,,
4563,197712180LAL,LAL,game,True,Lou Hudson,hudsolo01,43:00,2.0,11.0,0.182,,,,4.0,4.0,1.0,2.0,4.0,6.0,4.0,4.0,0.0,1.0,2.0,8.0,,
4564,197712180LAL,LAL,game,True,Adrian Dantley,dantlad01,40:00,8.0,16.0,0.5,,,,4.0,5.0,0.8,4.0,7.0,11.0,1.0,1.0,1.0,2.0,2.0,20.0,,
4565,197712180LAL,LAL,game,True,Norm Nixon,nixonno01,40:00,8.0,17.0,0.471,,,,0.0,0.0,,2.0,4.0,6.0,13.0,2.0,0.0,2.0,1.0,16.0,,
4566,197712180LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,39:00,15.0,27.0,0.556,,,,2.0,3.0,0.667,6.0,6.0,12.0,3.0,0.0,2.0,4.0,1.0,32.0,,
4567,197712180LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,30:00,8.0,15.0,0.533,,,,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,1.0,1.0,5.0,18.0,,
4568,197712180LAL,LAL,game,False,Tom Abernethy,abernto01,16:00,2.0,6.0,0.333,,,,0.0,0.0,,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,4.0,,
4569,197712180LAL,LAL,game,False,Don Chaney,chanedo01,13:00,0.0,3.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,
4570,197712180LAL,LAL,game,False,Dave Robisch,robisda01,9:00,0.0,6.0,0.0,,,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,,
4571,197712180LAL,LAL,game,False,Kenny Carr,carrke01,5:00,1.0,5.0,0.2,,,,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,,
4572,197712180LAL,LAL,game,False,Don Ford,forddo01,5:00,1.0,3.0,0.333,,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,
4573,197802010BOS,LAL,game,True,Norm Nixon,nixonno01,47:00,9.0,15.0,0.6,,,,2.0,2.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,2.0,20.0,,
4574,197802010BOS,LAL,game,True,Adrian Dantley,dantlad01,44:00,4.0,10.0,0.4,,,,5.0,6.0,0.833,3.0,5.0,8.0,4.0,1.0,0.0,1.0,4.0,13.0,,
4575,197802010BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,43:00,12.0,25.0,0.48,,,,6.0,8.0,0.75,3.0,13.0,16.0,3.0,2.0,2.0,5.0,2.0,30.0,,
4576,197802010BOS,LAL,game,True,Don Ford,forddo01,36:00,2.0,5.0,0.4,,,,0.0,0.0,,1.0,9.0,10.0,1.0,0.0,0.0,2.0,6.0,4.0,,
4577,197802010BOS,LAL,game,True,Charlie Scott,scottch01,33:00,5.0,12.0,0.417,,,,1.0,3.0,0.333,1.0,3.0,4.0,7.0,0.0,0.0,3.0,3.0,11.0,,
4578,197802010BOS,LAL,game,False,Lou Hudson,hudsolo01,27:00,5.0,10.0,0.5,,,,2.0,5.0,0.4,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,12.0,,
4579,197802010BOS,LAL,game,False,Jamaal Wilkes,wilkeja01,19:00,3.0,7.0,0.429,,,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,6.0,,
4580,197802010BOS,LAL,game,False,Dave Robisch,robisda01,10:00,2.0,6.0,0.333,,,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,,
4581,197802010BOS,LAL,game,False,Kenny Carr,carrke01,6:00,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4582,197802010BOS,BOS,game,True,John Havlicek,havlijo01,50:00,8.0,16.0,0.5,,,,1.0,1.0,1.0,2.0,8.0,10.0,6.0,3.0,0.0,1.0,1.0,17.0,,
4583,197802010BOS,BOS,game,True,Dave Cowens,cowenda01,49:00,8.0,22.0,0.364,,,,0.0,0.0,,4.0,7.0,11.0,5.0,0.0,0.0,0.0,3.0,16.0,,
4584,197802010BOS,BOS,game,True,Dave Bing,bingda01,43:00,12.0,25.0,0.48,,,,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,4.0,4.0,25.0,,
4585,197802010BOS,BOS,game,True,Sidney Wicks,wickssi01,40:00,7.0,17.0,0.412,,,,3.0,6.0,0.5,9.0,6.0,15.0,2.0,1.0,1.0,2.0,4.0,17.0,,
4586,197802010BOS,BOS,game,True,Cedric Maxwell,maxwece01,12:00,0.0,1.0,0.0,,,,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,,
4587,197802010BOS,BOS,game,False,Kevin Stacom,stacoke01,41:00,8.0,18.0,0.444,,,,3.0,3.0,1.0,1.0,5.0,6.0,6.0,2.0,1.0,0.0,1.0,19.0,,
4588,197802010BOS,BOS,game,False,Tom Boswell,bosweto01,20:00,4.0,6.0,0.667,,,,1.0,2.0,0.5,2.0,3.0,5.0,1.0,1.0,0.0,1.0,6.0,9.0,,
4589,197802010BOS,BOS,game,False,Don Chaney,chanedo01,10:00,0.0,4.0,0.0,,,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,
4590,197802170LAL,BOS,game,True,Sidney Wicks,wickssi01,45:00,6.0,10.0,0.6,,,,0.0,0.0,,0.0,10.0,10.0,5.0,1.0,1.0,7.0,5.0,12.0,,
4591,197802170LAL,BOS,game,True,John Havlicek,havlijo01,42:00,9.0,22.0,0.409,,,,6.0,7.0,0.857,1.0,3.0,4.0,7.0,2.0,0.0,2.0,0.0,24.0,,
4592,197802170LAL,BOS,game,True,Cedric Maxwell,maxwece01,40:00,5.0,10.0,0.5,,,,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,4.0,3.0,12.0,,
4593,197802170LAL,BOS,game,True,Dave Cowens,cowenda01,35:00,12.0,19.0,0.632,,,,6.0,7.0,0.857,5.0,5.0,10.0,5.0,0.0,2.0,0.0,4.0,30.0,,
4594,197802170LAL,BOS,game,True,Dave Bing,bingda01,35:00,5.0,15.0,0.333,,,,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,0.0,2.0,3.0,12.0,,
4595,197802170LAL,BOS,game,False,Kermit Washington,washike01,22:00,5.0,8.0,0.625,,,,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,2.0,12.0,,
4596,197802170LAL,BOS,game,False,Kevin Stacom,stacoke01,7:00,0.0,1.0,0.0,,,,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,
4597,197802170LAL,BOS,game,False,Don Chaney,chanedo01,6:00,2.0,3.0,0.667,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,,
4598,197802170LAL,BOS,game,False,Ernie DiGregorio,digreer01,6:00,0.0,2.0,0.0,,,,0.0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,,
4599,197802170LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,40:00,12.0,19.0,0.632,,,,3.0,4.0,0.75,3.0,11.0,14.0,3.0,1.0,3.0,3.0,4.0,27.0,,
4600,197802170LAL,LAL,game,True,Adrian Dantley,dantlad01,35:00,8.0,14.0,0.571,,,,7.0,7.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,4.0,23.0,,
4601,197802170LAL,LAL,game,True,Lou Hudson,hudsolo01,35:00,8.0,16.0,0.5,,,,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,2.0,17.0,,
4602,197802170LAL,LAL,game,True,Norm Nixon,nixonno01,29:00,4.0,13.0,0.308,,,,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,0.0,1.0,4.0,10.0,,
4603,197802170LAL,LAL,game,True,Don Ford,forddo01,28:00,4.0,10.0,0.4,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,10.0,,
4604,197802170LAL,LAL,game,False,Tom Abernethy,abernto01,23:00,4.0,6.0,0.667,,,,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,8.0,,
4605,197802170LAL,LAL,game,False,Charlie Scott,scottch01,17:00,4.0,6.0,0.667,,,,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,9.0,,
4606,197802170LAL,LAL,game,False,Brad Davis,davisbr01,15:00,1.0,2.0,0.5,,,,0.0,0.0,,0.0,2.0,2.0,8.0,0.0,0.0,2.0,2.0,2.0,,
4607,197802170LAL,LAL,game,False,Kenny Carr,carrke01,10:00,2.0,5.0,0.4,,,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,,
4608,197802170LAL,LAL,game,False,Dave Robisch,robisda01,8:00,2.0,4.0,0.5,,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,
4609,197901100BOS,LAL,game,True,Norm Nixon,nixonno01,42:00,2.0,9.0,0.222,,,,0.0,0.0,,1.0,2.0,3.0,7.0,2.0,0.0,2.0,2.0,4.0,,
4610,197901100BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,41:00,10.0,17.0,0.588,,,,0.0,0.0,,2.0,10.0,12.0,3.0,0.0,4.0,4.0,1.0,20.0,,
4611,197901100BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,38:00,7.0,18.0,0.389,,,,4.0,4.0,1.0,1.0,10.0,11.0,4.0,2.0,0.0,1.0,4.0,18.0,,
4612,197901100BOS,LAL,game,True,Lou Hudson,hudsolo01,30:00,10.0,16.0,0.625,,,,2.0,3.0,0.667,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,22.0,,
4613,197901100BOS,LAL,game,True,Don Ford,forddo01,29:00,7.0,9.0,0.778,,,,0.0,0.0,,3.0,4.0,7.0,3.0,1.0,0.0,4.0,3.0,14.0,,
4614,197901100BOS,LAL,game,False,Dave Robisch,robisda01,17:00,4.0,7.0,0.571,,,,0.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,,
4615,197901100BOS,LAL,game,False,Kenny Carr,carrke01,12:00,3.0,9.0,0.333,,,,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,7.0,,
4616,197901100BOS,LAL,game,False,Jim Price,priceji01,11:00,2.0,4.0,0.5,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,
4617,197901100BOS,LAL,game,False,Ron Boone,boonero01,10:00,1.0,4.0,0.25,,,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,
4618,197901100BOS,LAL,game,False,Adrian Dantley,dantlad01,10:00,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
4619,197901100BOS,BOS,game,True,Cedric Maxwell,maxwece01,48:00,10.0,13.0,0.769,,,,7.0,10.0,0.7,7.0,8.0,15.0,3.0,3.0,2.0,6.0,1.0,27.0,,
4620,197901100BOS,BOS,game,True,Chris Ford,fordch01,40:00,5.0,14.0,0.357,,,,1.0,2.0,0.5,0.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,11.0,,
4621,197901100BOS,BOS,game,True,Dave Cowens,cowenda01,38:00,7.0,18.0,0.389,,,,1.0,2.0,0.5,2.0,10.0,12.0,5.0,2.0,0.0,2.0,3.0,15.0,,
4622,197901100BOS,BOS,game,True,Marvin Barnes,barnema01,33:00,8.0,15.0,0.533,,,,0.0,0.0,,1.0,4.0,5.0,1.0,2.0,3.0,2.0,5.0,16.0,,
4623,197901100BOS,BOS,game,True,Jo Jo White,whitejo01,24:00,1.0,3.0,0.333,,,,0.0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,4.0,0.0,2.0,,
4624,197901100BOS,BOS,game,False,Tiny Archibald,architi01,24:00,3.0,8.0,0.375,,,,0.0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,6.0,,
4625,197901100BOS,BOS,game,False,Dennis Awtrey,awtrede01,9:00,2.0,4.0,0.5,,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,,
4626,197901100BOS,BOS,game,False,Don Chaney,chanedo01,8:00,2.0,3.0,0.667,,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,
4627,197901100BOS,BOS,game,False,Jeff Judkins,judkije01,8:00,1.0,4.0,0.25,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,
4628,197901100BOS,BOS,game,False,Billy Knight,knighbi01,8:00,1.0,4.0,0.25,,,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,,
4629,197902230LAL,BOS,game,True,Bob McAdoo,mcadobo01,39:00,6.0,16.0,0.375,,,,2.0,3.0,0.667,2.0,8.0,10.0,0.0,0.0,1.0,3.0,2.0,14.0,,
4630,197902230LAL,BOS,game,True,Chris Ford,fordch01,33:00,12.0,19.0,0.632,,,,5.0,6.0,0.833,2.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,29.0,,
4631,197902230LAL,BOS,game,True,Curtis Rowe,rowecu01,24:00,3.0,6.0,0.5,,,,0.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,6.0,,
4632,197902230LAL,BOS,game,True,Cedric Maxwell,maxwece01,21:00,2.0,6.0,0.333,,,,0.0,0.0,,1.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,,
4633,197902230LAL,BOS,game,True,Tiny Archibald,architi01,13:00,1.0,2.0,0.5,,,,2.0,4.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,,
4634,197902230LAL,BOS,game,False,Dave Cowens,cowenda01,36:00,8.0,16.0,0.5,,,,1.0,2.0,0.5,4.0,8.0,12.0,9.0,3.0,1.0,3.0,2.0,17.0,,
4635,197902230LAL,BOS,game,False,Jeff Judkins,judkije01,26:00,5.0,6.0,0.833,,,,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,2.0,1.0,10.0,,
4636,197902230LAL,BOS,game,False,Rick Robey,robeyri01,24:00,7.0,11.0,0.636,,,,0.0,0.0,,4.0,4.0,8.0,1.0,1.0,0.0,0.0,1.0,14.0,,
4637,197902230LAL,BOS,game,False,Don Chaney,chanedo01,24:00,3.0,7.0,0.429,,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,6.0,,
4638,197902230LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,43:00,10.0,18.0,0.556,,,,4.0,6.0,0.667,1.0,4.0,5.0,5.0,3.0,1.0,1.0,3.0,24.0,,
4639,197902230LAL,LAL,game,True,Norm Nixon,nixonno01,35:00,9.0,14.0,0.643,,,,2.0,2.0,1.0,0.0,4.0,4.0,12.0,4.0,0.0,1.0,3.0,20.0,,
4640,197902230LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,33:00,5.0,7.0,0.714,,,,0.0,0.0,,0.0,9.0,9.0,5.0,0.0,6.0,2.0,1.0,10.0,,
4641,197902230LAL,LAL,game,True,Lou Hudson,hudsolo01,29:00,11.0,16.0,0.688,,,,0.0,0.0,,3.0,1.0,4.0,4.0,3.0,0.0,1.0,2.0,22.0,,
4642,197902230LAL,LAL,game,True,Adrian Dantley,dantlad01,26:00,5.0,8.0,0.625,,,,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,10.0,,
4643,197902230LAL,LAL,game,False,Ron Boone,boonero01,18:00,4.0,9.0,0.444,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,,
4644,197902230LAL,LAL,game,False,Kenny Carr,carrke01,15:00,5.0,6.0,0.833,,,,1.0,4.0,0.25,0.0,3.0,3.0,0.0,0.0,1.0,4.0,2.0,11.0,,
4645,197902230LAL,LAL,game,False,Dave Robisch,robisda01,15:00,3.0,4.0,0.75,,,,2.0,2.0,1.0,2.0,3.0,5.0,4.0,0.0,1.0,1.0,0.0,8.0,,
4646,197902230LAL,LAL,game,False,Jim Price,priceji01,13:00,0.0,1.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,,
4647,197902230LAL,LAL,game,False,Don Ford,forddo01,12:00,0.0,4.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
4648,197902230LAL,LAL,game,False,Ron Carter,cartero01,1:00,0.0,1.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4649,197903110BOS,LAL,game,True,Norm Nixon,nixonno01,41:00,5.0,12.0,0.417,,,,3.0,4.0,0.75,0.0,6.0,6.0,10.0,0.0,0.0,3.0,5.0,13.0,,
4650,197903110BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,39:00,7.0,15.0,0.467,,,,8.0,9.0,0.889,3.0,8.0,11.0,4.0,3.0,3.0,7.0,2.0,22.0,,
4651,197903110BOS,LAL,game,True,Adrian Dantley,dantlad01,35:00,6.0,11.0,0.545,,,,11.0,11.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,2.0,3.0,23.0,,
4652,197903110BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,31:00,5.0,14.0,0.357,,,,4.0,6.0,0.667,6.0,4.0,10.0,1.0,2.0,0.0,0.0,2.0,14.0,,
4653,197903110BOS,LAL,game,True,Lou Hudson,hudsolo01,18:00,1.0,4.0,0.25,,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,,
4654,197903110BOS,LAL,game,False,Ron Boone,boonero01,29:00,4.0,7.0,0.571,,,,4.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,12.0,,
4655,197903110BOS,LAL,game,False,Dave Robisch,robisda01,17:00,3.0,4.0,0.75,,,,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,,
4656,197903110BOS,LAL,game,False,Don Ford,forddo01,15:00,5.0,6.0,0.833,,,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,10.0,,
4657,197903110BOS,LAL,game,False,Kenny Carr,carrke01,8:00,1.0,4.0,0.25,,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,
4658,197903110BOS,LAL,game,False,Jim Price,priceji01,7:00,1.0,3.0,0.333,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,
4659,197903110BOS,BOS,game,True,Cedric Maxwell,maxwece01,43:00,6.0,9.0,0.667,,,,3.0,4.0,0.75,4.0,6.0,10.0,4.0,1.0,1.0,5.0,4.0,15.0,,
4660,197903110BOS,BOS,game,True,Dave Cowens,cowenda01,37:00,13.0,19.0,0.684,,,,1.0,2.0,0.5,1.0,5.0,6.0,4.0,1.0,0.0,3.0,4.0,27.0,,
4661,197903110BOS,BOS,game,True,Rick Robey,robeyri01,33:00,2.0,7.0,0.286,,,,0.0,0.0,,3.0,8.0,11.0,6.0,1.0,0.0,2.0,5.0,4.0,,
4662,197903110BOS,BOS,game,True,Don Chaney,chanedo01,32:00,7.0,15.0,0.467,,,,2.0,4.0,0.5,4.0,2.0,6.0,5.0,6.0,2.0,0.0,6.0,16.0,,
4663,197903110BOS,BOS,game,True,Chris Ford,fordch01,27:00,5.0,15.0,0.333,,,,2.0,4.0,0.5,3.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,12.0,,
4664,197903110BOS,BOS,game,False,Jeff Judkins,judkije01,22:00,5.0,9.0,0.556,,,,4.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,14.0,,
4665,197903110BOS,BOS,game,False,Curtis Rowe,rowecu01,19:00,2.0,5.0,0.4,,,,2.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,6.0,,
